country,year,duration_std,total_value,value,percent_of_total,continent
Austria,1995,0-1,18204,1625,0.08926609536365634,Europe
Austria,1995,1-2,18204,1412,0.07756537024829707,Europe
Austria,1995,10+,18204,7790,0.42792792792792794,Europe
Austria,1995,3-4,18204,2555,0.1403537684025489,Europe
Austria,1995,5-9,18204,4822,0.26488683805756974,Europe
Austria,1996,0-1,18079,1473,0.08147574533989711,Europe
Austria,1996,1-2,18079,1306,0.07223850876707782,Europe
Austria,1996,10+,18079,7999,0.4424470379998894,Europe
Austria,1996,3-4,18079,2467,0.13645666242601914,Europe
Austria,1996,5-9,18079,4834,0.2673820454671165,Europe
Austria,1997,0-1,18027,1509,0.08370777167581961,Europe
Austria,1997,1-2,18027,1227,0.06806456981194875,Europe
Austria,1997,10+,18027,8063,0.4472735341432296,Europe
Austria,1997,3-4,18027,2513,0.13940200809896267,Europe
Austria,1997,5-9,18027,4715,0.2615521162700394,Europe
Austria,2002,0-1,19918,1440,0.07229641530274124,Europe
Austria,2002,1-2,19918,1260,0.06325936338989858,Europe
Austria,2002,10+,19918,9811,0.4925695350938849,Europe
Austria,2002,3-4,19918,2490,0.12501255146099005,Europe
Austria,2002,5-9,19918,4917,0.2468621347524852,Europe
Austria,2003,0-1,19066,1394,0.07311444456099864,Europe
Austria,2003,1-2,19066,1211,0.06351620686037973,Europe
Austria,2003,10+,19066,9433,0.494755061365782,Europe
Austria,2003,3-4,19066,2521,0.13222490296863526,Europe
Austria,2003,5-9,19066,4507,0.23638938424420433,Europe
Austria,2004,0-1,19590,1618,0.08259315977539561,Europe
Austria,2004,1-2,19590,1443,0.07366003062787137,Europe
Austria,2004,10+,19590,9424,0.4810617662072486,Europe
Austria,2004,3-4,19590,2587,0.13205717202654416,Europe
Austria,2004,5-9,19590,4518,0.23062787136294027,Europe
Austria,2007,0-1,20516,1475,0.07189510625852993,Europe
Austria,2007,1-2,20516,1881,0.09168453889647105,Europe
Austria,2007,10+,20516,9717,0.47363033729771886,Europe
Austria,2007,3-4,20516,3165,0.15426983817508286,Europe
Austria,2007,5-9,20516,4278,0.2085201793721973,Europe
Austria,2008,0-1,19701,1247,0.06329627937668139,Europe
Austria,2008,1-2,19701,1414,0.07177300644637329,Europe
Austria,2008,10+,19701,9592,0.4868788386376326,Europe
Austria,2008,3-4,19701,2957,0.1500939038627481,Europe
Austria,2008,5-9,19701,4491,0.22795797167656465,Europe
Austria,2009,0-1,18806,1237,0.06577687971923854,Europe
Austria,2009,1-2,18806,1093,0.058119749016271406,Europe
Austria,2009,10+,18806,9498,0.5050515792832075,Europe
Austria,2009,3-4,18806,2649,0.14085930022333298,Europe
Austria,2009,5-9,18806,4329,0.2301924917579496,Europe
Austria,2010,0-1,17474,1095,0.06266453015909351,Europe
Austria,2010,1-2,17474,1016,0.058143527526610964,Europe
Austria,2010,10+,17474,9042,0.517454503834268,Europe
Austria,2010,3-4,17474,2102,0.12029300675289001,Europe
Austria,2010,5-9,17474,4219,0.24144443172713745,Europe
Austria,2011,0-1,17295,1086,0.06279271465741544,Europe
Austria,2011,1-2,17295,992,0.05735761780861521,Europe
Austria,2011,10+,17295,9051,0.5233304423243712,Europe
Austria,2011,3-4,17295,1993,0.11523561723041341,Europe
Austria,2011,5-9,17295,4173,0.24128360797918474,Europe
Austria,2012,0-1,17006,1100,0.0646830530401035,Europe
Austria,2012,1-2,17006,982,0.05774432553216512,Europe
Austria,2012,10+,17006,8869,0.5215218158297071,Europe
Austria,2012,3-4,17006,1871,0.11001999294366695,Europe
Austria,2012,5-9,17006,4184,0.24603081265435728,Europe
Austria,2016,0-1,15919,956,0.06005402349393806,Europe
Austria,2016,1-2,15919,976,0.061310383818079024,Europe
Austria,2016,10+,15919,8533,0.5360261322947422,Europe
Austria,2016,3-4,15919,1811,0.11376342735096426,Europe
Austria,2016,5-9,15919,3643,0.22884603304227652,Europe
Austria,2017,0-1,16180,1028,0.06353522867737948,Europe
Austria,2017,1-2,16180,983,0.060754017305315204,Europe
Austria,2017,10+,16180,8473,0.5236711990111248,Europe
Austria,2017,3-4,16180,1977,0.12218788627935723,Europe
Austria,2017,5-9,16180,3719,0.22985166872682325,Europe
Austria,2018,0-1,16304,1023,0.06274533856722277,Europe
Austria,2018,1-2,16304,977,0.059923945044160945,Europe
Austria,2018,10+,16304,8532,0.5233071638861629,Europe
Austria,2018,3-4,16304,1992,0.12217860647693818,Europe
Austria,2018,5-9,16304,3780,0.2318449460255152,Europe
Austria,2019,0-1,16319,1048,0.06421962130032477,Europe
Austria,2019,1-2,16319,985,0.06035909063055334,Europe
Austria,2019,10+,16319,8469,0.5189656228935596,Europe
Austria,2019,3-4,16319,2042,0.12513021631227403,Europe
Austria,2019,5-9,16319,3775,0.23132544886328818,Europe
Austria,2023,0-1,14721,857,0.05821615379389987,Europe
Austria,2023,1-2,14721,683,0.04639630459887236,Europe
Austria,2023,10+,14721,7627,0.5181033897153726,Europe
Austria,2023,3-4,14721,1775,0.12057604782283812,Europe
Austria,2023,5-9,14721,3779,0.25670810406901706,Europe
Belarus,1995,0-1,42119,4357,0.10344500106840143,Europe
Belarus,1995,1-2,42119,3140,0.07455067784135426,Europe
Belarus,1995,10+,42119,16069,0.3815142809658349,Europe
Belarus,1995,3-4,42119,6616,0.1570787530568152,Europe
Belarus,1995,5-9,42119,11936,0.2833875448135046,Europe
Belarus,1996,0-1,34986,4179,0.11944777911164466,Europe
Belarus,1996,1-2,34986,3083,0.0881209626707826,Europe
Belarus,1996,10+,34986,13536,0.3868976161893329,Europe
Belarus,1996,3-4,34986,5422,0.1549762762247756,Europe
Belarus,1996,5-9,34986,8768,0.2506145315268965,Europe
Belarus,1997,0-1,47301,3977,0.08407856070696179,Europe
Belarus,1997,1-2,47301,3069,0.0648823492103761,Europe
Belarus,1997,10+,47301,19699,0.41646053994630133,Europe
Belarus,1997,3-4,47301,6517,0.13777721401238874,Europe
Belarus,1997,5-9,47301,14039,0.296801336123972,Europe
Belarus,2004,0-1,29133,2732,0.09377681666838293,Europe
Belarus,2004,1-2,29133,1974,0.06775821233652558,Europe
Belarus,2004,10+,29133,12870,0.44176706827309237,Europe
Belarus,2004,3-4,29133,4070,0.13970411560773008,Europe
Belarus,2004,5-9,29133,7487,0.25699378711426907,Europe
Belarus,2007,0-1,36146,3276,0.09063243512421845,Europe
Belarus,2007,1-2,36146,2340,0.06473745366015603,Europe
Belarus,2007,10+,36146,15301,0.4233110164333536,Europe
Belarus,2007,3-4,36146,5044,0.13954517788966966,Europe
Belarus,2007,5-9,36146,10185,0.2817739168926022,Europe
Belarus,2008,0-1,36679,3825,0.10428310477384879,Europe
Belarus,2008,1-2,36679,2686,0.07322991357452494,Europe
Belarus,2008,10+,36679,15372,0.41909539518525585,Europe
Belarus,2008,3-4,36679,4931,0.13443659859865317,Europe
Belarus,2008,5-9,36679,9865,0.2689549878677172,Europe
Belarus,2009,0-1,35056,4002,0.11416020082154267,Europe
Belarus,2009,1-2,35056,2907,0.08292446371519854,Europe
Belarus,2009,10+,35056,14252,0.40654952076677314,Europe
Belarus,2009,3-4,35056,4956,0.1413738019169329,Europe
Belarus,2009,5-9,35056,8939,0.2549920127795527,Europe
Belarus,2011,0-1,38584,3999,0.10364399751192203,Europe
Belarus,2011,1-2,38584,3317,0.08596827700601285,Europe
Belarus,2011,10+,38584,15099,0.3913280116110305,Europe
Belarus,2011,3-4,38584,6681,0.17315467551316607,Europe
Belarus,2011,5-9,38584,9488,0.24590503835786853,Europe
Belarus,2012,0-1,39034,4142,0.10611261976738229,Europe
Belarus,2012,1-2,39034,3061,0.07841881436696213,Europe
Belarus,2012,10+,39034,15688,0.4019060306399549,Europe
Belarus,2012,3-4,39034,6325,0.1620382230875647,Europe
Belarus,2012,5-9,39034,9818,0.251524312138136,Europe
Belarus,2014,0-1,34864,4212,0.12081229921982561,Europe
Belarus,2014,1-2,34864,2938,0.08427030748049565,Europe
Belarus,2014,10+,34864,13245,0.3799047728315741,Europe
Belarus,2014,3-4,34864,5283,0.15153166590178982,Europe
Belarus,2014,5-9,34864,9186,0.2634809545663148,Europe
Belarus,2015,0-1,32984,4239,0.12851685665777346,Europe
Belarus,2015,1-2,32984,2900,0.08792141644433665,Europe
Belarus,2015,10+,32984,11962,0.36266068396798445,Europe
Belarus,2015,3-4,32984,5075,0.15386247877758913,Europe
Belarus,2015,5-9,32984,8808,0.26703856415231625,Europe
Belarus,2016,0-1,32628,3970,0.12167463528257938,Europe
Belarus,2016,1-2,32628,2985,0.09148584038249356,Europe
Belarus,2016,10+,32628,11907,0.3649319602795145,Europe
Belarus,2016,3-4,32628,5252,0.16096604143680274,Europe
Belarus,2016,5-9,32628,8514,0.26094152261860976,Europe
Belarus,2017,0-1,32006,3448,0.10772980066237581,Europe
Belarus,2017,1-2,32006,2920,0.09123289383240642,Europe
Belarus,2017,10+,32006,11702,0.36561894644754106,Europe
Belarus,2017,3-4,32006,5303,0.16568768355933264,Europe
Belarus,2017,5-9,32006,8633,0.26973067549834406,Europe
Belarus,2018,0-1,33152,3226,0.09730936293436293,Europe
Belarus,2018,1-2,33152,2698,0.08138272200772201,Europe
Belarus,2018,10+,33152,12478,0.3763875482625483,Europe
Belarus,2018,3-4,33152,5561,0.1677425193050193,Europe
Belarus,2018,5-9,33152,9189,0.2771778474903475,Europe
Belgium,1995,0-1,34983,195,0.005574136008918618,Europe
Belgium,1995,1-2,34983,906,0.025898293456821885,Europe
Belgium,1995,10+,34983,20731,0.5926021210302147,Europe
Belgium,1995,3-4,34983,4235,0.12105879998856588,Europe
Belgium,1995,5-9,34983,8916,0.25486664951547894,Europe
Belgium,2001,0-1,29314,346,0.011803233949648632,Europe
Belgium,2001,1-2,29314,1106,0.03772941256737395,Europe
Belgium,2001,10+,29314,17823,0.6080030019785768,Europe
Belgium,2001,3-4,29314,2940,0.10029337517909531,Europe
Belgium,2001,5-9,29314,7099,0.24217097632530532,Europe
Belgium,2002,0-1,30628,308,0.01005615776413739,Europe
Belgium,2002,1-2,30628,1302,0.04251012145748988,Europe
Belgium,2002,10+,30628,18534,0.6051325584432545,Europe
Belgium,2002,3-4,30628,3258,0.10637325323233643,Europe
Belgium,2002,5-9,30628,7226,0.23592790910278177,Europe
Belgium,2009,0-1,32606,879,0.02695822854689321,Europe
Belgium,2009,1-2,32606,1725,0.0529043734282034,Europe
Belgium,2009,10+,32606,18894,0.5794639023492608,Europe
Belgium,2009,3-4,32606,3898,0.119548549346746,Europe
Belgium,2009,5-9,32606,7210,0.2211249463288965,Europe
Belgium,2010,0-1,28903,782,0.027056014946545342,Europe
Belgium,2010,1-2,28903,1394,0.04823028751340691,Europe
Belgium,2010,10+,28903,16839,0.5826038819499706,Europe
Belgium,2010,3-4,28903,3372,0.1166660900252569,Europe
Belgium,2010,5-9,28903,6516,0.22544372556482026,Europe
Belgium,2017,0-1,23068,772,0.03346627362580198,Europe
Belgium,2017,1-2,23068,944,0.040922490029478065,Europe
Belgium,2017,10+,23068,13498,0.585139587307092,Europe
Belgium,2017,3-4,23068,2093,0.09073174960984914,Europe
Belgium,2017,5-9,23068,5761,0.24973989942777874,Europe
Belgium,2020,0-1,21300,778,0.03652582159624413,Europe
Belgium,2020,1-2,21300,862,0.040469483568075115,Europe
Belgium,2020,10+,21300,12559,0.5896244131455399,Europe
Belgium,2020,3-4,21300,2026,0.09511737089201878,Europe
Belgium,2020,5-9,21300,5061,0.2376056338028169,Europe
Belgium,2021,0-1,22172,705,0.03179686090564676,Europe
Belgium,2021,1-2,22172,984,0.04438029947681761,Europe
Belgium,2021,10+,22172,13182,0.5945336460400505,Europe
Belgium,2021,3-4,22172,2096,0.09453364604005052,Europe
Belgium,2021,5-9,22172,5180,0.2336279992783691,Europe
Belgium,2022,0-1,19363,652,0.03367246810928059,Europe
Belgium,2022,1-2,19363,695,0.03589319836802148,Europe
Belgium,2022,10+,19363,11713,0.6049165935030729,Europe
Belgium,2022,3-4,19363,1871,0.09662758870009812,Europe
Belgium,2022,5-9,19363,4414,0.22796054330424004,Europe
Belgium,2023,0-1,20046,892,0.04449765539259703,Europe
Belgium,2023,1-2,20046,703,0.035069340516811334,Europe
Belgium,2023,10+,20046,11661,0.5817120622568094,Europe
Belgium,2023,3-4,20046,1944,0.09697695300808142,Europe
Belgium,2023,5-9,20046,4824,0.24064651302005388,Europe
Bosnia and Herzegovina,1997,0-1,1835,34,0.018528610354223433,Europe
Bosnia and Herzegovina,1997,1-2,1835,215,0.11716621253405994,Europe
Bosnia and Herzegovina,1997,3-4,1835,161,0.08773841961852862,Europe
Bosnia and Herzegovina,1997,5-9,1835,1352,0.7367847411444142,Europe
Bosnia and Herzegovina,1998,0-1,1964,22,0.01120162932790224,Europe
Bosnia and Herzegovina,1998,1-2,1964,245,0.12474541751527495,Europe
Bosnia and Herzegovina,1998,3-4,1964,191,0.09725050916496945,Europe
Bosnia and Herzegovina,1998,5-9,1964,1432,0.7291242362525459,Europe
Bosnia and Herzegovina,1999,0-1,1995,4,0.0020050125313283208,Europe
Bosnia and Herzegovina,1999,1-2,1995,259,0.12982456140350876,Europe
Bosnia and Herzegovina,1999,3-4,1995,215,0.10776942355889724,Europe
Bosnia and Herzegovina,1999,5-9,1995,1450,0.7268170426065163,Europe
Bosnia and Herzegovina,2000,0-1,1929,84,0.04354587869362364,Europe
Bosnia and Herzegovina,2000,1-2,1929,259,0.13426645930533956,Europe
Bosnia and Herzegovina,2000,3-4,1929,223,0.11560393986521514,Europe
Bosnia and Herzegovina,2000,5-9,1929,1363,0.7065837221358217,Europe
Bosnia and Herzegovina,2001,0-1,2126,93,0.04374412041392286,Europe
Bosnia and Herzegovina,2001,1-2,2126,288,0.1354656632173095,Europe
Bosnia and Herzegovina,2001,3-4,2126,284,0.13358419567262464,Europe
Bosnia and Herzegovina,2001,5-9,2126,1461,0.687206020696143,Europe
Bosnia and Herzegovina,2002,0-1,2272,127,0.055897887323943664,Europe
Bosnia and Herzegovina,2002,1-2,2272,336,0.14788732394366197,Europe
Bosnia and Herzegovina,2002,3-4,2272,277,0.12191901408450705,Europe
Bosnia and Herzegovina,2002,5-9,2272,1532,0.6742957746478874,Europe
Bosnia and Herzegovina,2003,0-1,1918,115,0.05995828988529719,Europe
Bosnia and Herzegovina,2003,1-2,1918,285,0.14859228362878,Europe
Bosnia and Herzegovina,2003,3-4,1918,268,0.1397288842544317,Europe
Bosnia and Herzegovina,2003,5-9,1918,1250,0.6517205422314911,Europe
Bosnia and Herzegovina,2004,0-1,1494,203,0.1358768406961178,Europe
Bosnia and Herzegovina,2004,1-2,1494,121,0.08099062918340026,Europe
Bosnia and Herzegovina,2004,10+,1494,570,0.3815261044176707,Europe
Bosnia and Herzegovina,2004,3-4,1494,248,0.16599732262382866,Europe
Bosnia and Herzegovina,2004,5-9,1494,352,0.23560910307898258,Europe
Bosnia and Herzegovina,2005,0-1,1763,83,0.047078842881452074,Europe
Bosnia and Herzegovina,2005,1-2,1763,293,0.16619398752127057,Europe
Bosnia and Herzegovina,2005,3-4,1763,251,0.14237095859330687,Europe
Bosnia and Herzegovina,2005,5-9,1763,1134,0.6432217810550198,Europe
Bosnia and Herzegovina,2006,0-1,1659,79,0.047619047619047616,Europe
Bosnia and Herzegovina,2006,1-2,1659,272,0.16395418927064498,Europe
Bosnia and Herzegovina,2006,3-4,1659,230,0.13863773357444242,Europe
Bosnia and Herzegovina,2006,5-9,1659,987,0.5949367088607594,Europe
Bosnia and Herzegovina,2007,0-1,1826,224,0.12267250821467689,Europe
Bosnia and Herzegovina,2007,1-2,1826,157,0.0859802847754655,Europe
Bosnia and Herzegovina,2007,10+,1826,701,0.3838992332968237,Europe
Bosnia and Herzegovina,2007,3-4,1826,261,0.1429353778751369,Europe
Bosnia and Herzegovina,2007,5-9,1826,388,0.21248630887185105,Europe
Bosnia and Herzegovina,2008,0-1,1369,78,0.05697589481373265,Europe
Bosnia and Herzegovina,2008,1-2,1369,229,0.1672753834915997,Europe
Bosnia and Herzegovina,2008,3-4,1369,205,0.14974433893352812,Europe
Bosnia and Herzegovina,2008,5-9,1369,857,0.6260043827611396,Europe
Bosnia and Herzegovina,2009,0-1,1402,221,0.15763195435092725,Europe
Bosnia and Herzegovina,2009,1-2,1402,113,0.08059914407988587,Europe
Bosnia and Herzegovina,2009,10+,1402,565,0.4029957203994294,Europe
Bosnia and Herzegovina,2009,3-4,1402,183,0.13052781740370897,Europe
Bosnia and Herzegovina,2009,5-9,1402,320,0.2282453637660485,Europe
Bosnia and Herzegovina,2010,0-1,1676,239,0.1426014319809069,Europe
Bosnia and Herzegovina,2010,1-2,1676,121,0.07219570405727924,Europe
Bosnia and Herzegovina,2010,10+,1676,705,0.42064439140811455,Europe
Bosnia and Herzegovina,2010,3-4,1676,264,0.1575178997613365,Europe
Bosnia and Herzegovina,2010,5-9,1676,347,0.20704057279236276,Europe
Bosnia and Herzegovina,2018,0-1,3091,149,0.04820446457457134,Europe
Bosnia and Herzegovina,2018,1-2,3091,402,0.1300549983824005,Europe
Bosnia and Herzegovina,2018,3-4,3091,328,0.10611452604335167,Europe
Bosnia and Herzegovina,2018,5-9,3091,2212,0.7156260109996765,Europe
Bosnia and Herzegovina,2019,0-1,2790,134,0.04802867383512545,Europe
Bosnia and Herzegovina,2019,1-2,2790,383,0.13727598566308244,Europe
Bosnia and Herzegovina,2019,3-4,2790,301,0.10788530465949821,Europe
Bosnia and Herzegovina,2019,5-9,2790,1972,0.706810035842294,Europe
Bulgaria,1995,0-1,10661,679,0.06369008535784636,Europe
Bulgaria,1995,1-2,10661,596,0.05590469937154113,Europe
Bulgaria,1995,10+,10661,4550,0.42678923177938277,Europe
Bulgaria,1995,3-4,10661,1627,0.15261232529781446,Europe
Bulgaria,1995,5-9,10661,3209,0.30100365819341524,Europe
Bulgaria,1997,0-1,9368,706,0.07536293766011956,Europe
Bulgaria,1997,1-2,9368,447,0.04771562766865926,Europe
Bulgaria,1997,10+,9368,4177,0.4458795900939368,Europe
Bulgaria,1997,3-4,9368,1123,0.11987617421007686,Europe
Bulgaria,1997,5-9,9368,2915,0.3111656703672075,Europe
Bulgaria,2007,0-1,16347,698,0.0426989661711629,Europe
Bulgaria,2007,1-2,16347,593,0.03627576925429742,Europe
Bulgaria,2007,10+,16347,10442,0.6387716400562794,Europe
Bulgaria,2007,3-4,16347,1315,0.08044289472074387,Europe
Bulgaria,2007,5-9,16347,3299,0.20181072979751635,Europe
Bulgaria,2008,0-1,14104,591,0.04190300623936472,Europe
Bulgaria,2008,1-2,14104,494,0.03502552467385139,Europe
Bulgaria,2008,10+,14104,9104,0.6454906409529212,Europe
Bulgaria,2008,3-4,14104,1192,0.08451503119682359,Europe
Bulgaria,2008,5-9,14104,2723,0.19306579693703912,Europe
Bulgaria,2009,0-1,11662,473,0.04055908077516721,Europe
Bulgaria,2009,1-2,11662,491,0.04210255530783742,Europe
Bulgaria,2009,10+,11662,7378,0.6326530612244898,Europe
Bulgaria,2009,3-4,11662,1102,0.09449494083347625,Europe
Bulgaria,2009,5-9,11662,2218,0.19019036185902932,Europe
Bulgaria,2010,0-1,11012,519,0.0471304031965129,Europe
Bulgaria,2010,1-2,11012,500,0.04540501271340356,Europe
Bulgaria,2010,10+,11012,6696,0.6080639302579005,Europe
Bulgaria,2010,3-4,11012,1092,0.09916454776607338,Europe
Bulgaria,2010,5-9,11012,2205,0.2002361060661097,Europe
Bulgaria,2011,0-1,10581,431,0.0407333900387487,Europe
Bulgaria,2011,1-2,10581,434,0.041016917115584535,Europe
Bulgaria,2011,10+,10581,6613,0.6249881863717985,Europe
Bulgaria,2011,3-4,10581,1037,0.09800585955958795,Europe
Bulgaria,2011,5-9,10581,2066,0.19525564691428032,Europe
Bulgaria,2012,0-1,11947,759,0.0635305934544237,Europe
Bulgaria,2012,1-2,11947,668,0.05591361848162719,Europe
Bulgaria,2012,10+,11947,6436,0.5387126475265757,Europe
Bulgaria,2012,3-4,11947,1440,0.12053235121787896,Europe
Bulgaria,2012,5-9,11947,2644,0.22131078931949444,Europe
Bulgaria,2013,0-1,10908,438,0.040154015401540157,Europe
Bulgaria,2013,1-2,10908,383,0.03511184451778511,Europe
Bulgaria,2013,10+,10908,6755,0.6192702603593693,Europe
Bulgaria,2013,3-4,10908,981,0.08993399339933994,Europe
Bulgaria,2013,5-9,10908,2351,0.21552988632196554,Europe
Bulgaria,2014,0-1,10584,420,0.03968253968253968,Europe
Bulgaria,2014,1-2,10584,362,0.03420256991685563,Europe
Bulgaria,2014,10+,10584,6771,0.6397392290249433,Europe
Bulgaria,2014,3-4,10584,783,0.07397959183673469,Europe
Bulgaria,2014,5-9,10584,2248,0.21239606953892667,Europe
Bulgaria,2015,0-1,10483,463,0.04416674616045025,Europe
Bulgaria,2015,1-2,10483,392,0.037393875798912526,Europe
Bulgaria,2015,10+,10483,6714,0.6404655155966803,Europe
Bulgaria,2015,3-4,10483,755,0.07202136792902795,Europe
Bulgaria,2015,5-9,10483,2159,0.20595249451492892,Europe
Bulgaria,2016,0-1,10603,493,0.046496274639253043,Europe
Bulgaria,2016,1-2,10603,370,0.03489578421201547,Europe
Bulgaria,2016,10+,10603,6889,0.649721776855607,Europe
Bulgaria,2016,3-4,10603,814,0.07677072526643403,Europe
Bulgaria,2016,5-9,10603,2037,0.19211543902669057,Europe
Bulgaria,2017,0-1,10411,539,0.05177216405724714,Europe
Bulgaria,2017,1-2,10411,387,0.0371722216885986,Europe
Bulgaria,2017,10+,10411,6816,0.6546921525309769,Europe
Bulgaria,2017,3-4,10411,793,0.07616943617327826,Europe
Bulgaria,2017,5-9,10411,1876,0.18019402554989913,Europe
Bulgaria,2018,0-1,10596,583,0.05502076255190638,Europe
Bulgaria,2018,1-2,10596,420,0.039637599093997736,Europe
Bulgaria,2018,10+,10596,6991,0.6597772744431861,Europe
Bulgaria,2018,3-4,10596,800,0.07550018875047187,Europe
Bulgaria,2018,5-9,10596,1802,0.1700641751604379,Europe
Bulgaria,2019,0-1,10859,583,0.053688184915738096,Europe
Bulgaria,2019,1-2,10859,452,0.04162445897412285,Europe
Bulgaria,2019,10+,10859,7052,0.6494152316051202,Europe
Bulgaria,2019,3-4,10859,983,0.09052398931761672,Europe
Bulgaria,2019,5-9,10859,1789,0.16474813518740217,Europe
Bulgaria,2020,0-1,9015,514,0.05701608430393788,Europe
Bulgaria,2020,1-2,9015,397,0.04403771491957848,Europe
Bulgaria,2020,10+,9015,5746,0.6373821408763173,Europe
Bulgaria,2020,3-4,9015,843,0.0935108153078203,Europe
Bulgaria,2020,5-9,9015,1515,0.16805324459234608,Europe
Bulgaria,2022,0-1,9525,537,0.056377952755905514,Europe
Bulgaria,2022,1-2,9525,438,0.045984251968503934,Europe
Bulgaria,2022,10+,9525,5832,0.6122834645669292,Europe
Bulgaria,2022,3-4,9525,934,0.09805774278215224,Europe
Bulgaria,2022,5-9,9525,1784,0.1872965879265092,Europe
Bulgaria,2023,0-1,9088,599,0.06591109154929578,Europe
Bulgaria,2023,1-2,9088,343,0.037742077464788734,Europe
Bulgaria,2023,10+,9088,5610,0.6172975352112676,Europe
Bulgaria,2023,3-4,9088,810,0.08912852112676056,Europe
Bulgaria,2023,5-9,9088,1726,0.1899207746478873,Europe
Croatia,1995,0-1,4236,243,0.05736543909348442,Europe
Croatia,1995,1-2,4236,203,0.04792256846081209,Europe
Croatia,1995,10+,4236,1811,0.42752596789423986,Europe
Croatia,1995,3-4,4236,436,0.10292728989612843,Europe
Croatia,1995,5-9,4236,1109,0.26180358829084044,Europe
Croatia,1996,0-1,3612,177,0.049003322259136214,Europe
Croatia,1996,1-2,3612,173,0.047895902547065335,Europe
Croatia,1996,10+,3612,1967,0.5445736434108527,Europe
Croatia,1996,3-4,3612,368,0.10188261351052048,Europe
Croatia,1996,5-9,3612,927,0.25664451827242524,Europe
Croatia,1997,0-1,3899,191,0.0489869197230059,Europe
Croatia,1997,1-2,3899,218,0.05591177224929469,Europe
Croatia,1997,10+,3899,2147,0.550654013849705,Europe
Croatia,1997,3-4,3899,413,0.1059245960502693,Europe
Croatia,1997,5-9,3899,930,0.23852269812772506,Europe
Croatia,2004,0-1,4985,255,0.05115346038114343,Europe
Croatia,2004,1-2,4985,228,0.04573721163490471,Europe
Croatia,2004,10+,4985,2873,0.5763289869608826,Europe
Croatia,2004,3-4,4985,542,0.10872617853560682,Europe
Croatia,2004,5-9,4985,1087,0.2180541624874624,Europe
Croatia,2007,0-1,4785,268,0.05600835945663532,Europe
Croatia,2007,1-2,4785,206,0.043051201671891325,Europe
Croatia,2007,10+,4785,2764,0.5776384535005225,Europe
Croatia,2007,3-4,4785,466,0.0973876698014629,Europe
Croatia,2007,5-9,4785,1081,0.225914315569488,Europe
Croatia,2008,0-1,5025,272,0.05412935323383085,Europe
Croatia,2008,1-2,5025,234,0.046567164179104475,Europe
Croatia,2008,10+,5025,2852,0.5675621890547263,Europe
Croatia,2008,3-4,5025,542,0.10786069651741294,Europe
Croatia,2008,5-9,5025,1125,0.22388059701492538,Europe
Croatia,2009,0-1,5076,293,0.05772261623325453,Europe
Croatia,2009,1-2,5076,266,0.05240346729708432,Europe
Croatia,2009,10+,5076,2757,0.543144208037825,Europe
Croatia,2009,3-4,5076,560,0.11032308904649331,Europe
Croatia,2009,5-9,5076,1200,0.2364066193853428,Europe
Croatia,2010,0-1,5058,281,0.05555555555555555,Europe
Croatia,2010,1-2,5058,259,0.051206010280743376,Europe
Croatia,2010,10+,5058,2806,0.5547647291419533,Europe
Croatia,2010,3-4,5058,568,0.11229735073151444,Europe
Croatia,2010,5-9,5058,1144,0.2261763542902333,Europe
Croatia,2011,0-1,5662,277,0.048922642175909574,Europe
Croatia,2011,1-2,5662,290,0.05121865065347934,Europe
Croatia,2011,10+,5662,3280,0.5793006004945249,Europe
Croatia,2011,3-4,5662,623,0.11003179088661251,Europe
Croatia,2011,5-9,5662,1192,0.21052631578947367,Europe
Croatia,2012,0-1,5659,260,0.04594451316487012,Europe
Croatia,2012,1-2,5659,259,0.04576780349885139,Europe
Croatia,2012,10+,5659,3305,0.5840254461919067,Europe
Croatia,2012,3-4,5659,618,0.10920657359957589,Europe
Croatia,2012,5-9,5659,1217,0.2150556635447959,Europe
Croatia,2013,0-1,5992,248,0.04138851802403204,Europe
Croatia,2013,1-2,5992,257,0.04289052069425901,Europe
Croatia,2013,10+,5992,3542,0.5911214953271028,Europe
Croatia,2013,3-4,5992,589,0.0982977303070761,Europe
Croatia,2013,5-9,5992,1356,0.22630173564753003,Europe
Croatia,2014,0-1,6570,268,0.040791476407914765,Europe
Croatia,2014,1-2,6570,276,0.04200913242009133,Europe
Croatia,2014,10+,6570,3874,0.5896499238964993,Europe
Croatia,2014,3-4,6570,647,0.0984779299847793,Europe
Croatia,2014,5-9,6570,1505,0.22907153729071536,Europe
Croatia,2015,0-1,6010,239,0.03976705490848586,Europe
Croatia,2015,1-2,6010,281,0.04675540765391015,Europe
Croatia,2015,10+,6010,3575,0.5948419301164726,Europe
Croatia,2015,3-4,6010,548,0.09118136439267886,Europe
Croatia,2015,5-9,6010,1367,0.22745424292845257,Europe
Croatia,2016,0-1,7036,243,0.034536668561682776,Europe
Croatia,2016,1-2,7036,242,0.03439454235361,Europe
Croatia,2016,10+,7036,4298,0.6108584422967596,Europe
Croatia,2016,3-4,7036,605,0.08598635588402502,Europe
Croatia,2016,5-9,7036,1648,0.23422399090392268,Europe
Croatia,2017,0-1,6265,271,0.04325618515562649,Europe
Croatia,2017,1-2,6265,245,0.03910614525139665,Europe
Croatia,2017,10+,6265,3815,0.6089385474860335,Europe
Croatia,2017,3-4,6265,552,0.08810853950518754,Europe
Croatia,2017,5-9,6265,1382,0.2205905826017558,Europe
