country,year,duration_std,value,total_value,percent_of_total
Croatia,2021,5-9,179,5100,0.03509803921568627
Croatia,2021,5-9,203,5100,0.03980392156862745
Croatia,2021,5-9,165,5100,0.03235294117647059
Croatia,2021,10+,889,5100,0.17431372549019608
Croatia,2021,10+,662,5100,0.12980392156862744
Croatia,2021,10+,666,5100,0.13058823529411764
Croatia,2021,10+,950,5100,0.18627450980392157
Croatia,2020,0-1,73,5153,0.014166504948573647
Croatia,2020,0-1,160,5153,0.031049873859887445
Croatia,2020,1-2,225,5153,0.04366388511546672
Croatia,2020,3-4,220,5153,0.042693576557345236
Croatia,2020,3-4,240,5153,0.04657481078983117
Croatia,2020,5-9,229,5153,0.044440131961963905
Croatia,2020,5-9,197,5153,0.038230157189986416
Croatia,2020,5-9,203,5153,0.039394527459732195
Croatia,2020,5-9,187,5153,0.03628954007374345
Croatia,2020,5-9,188,5153,0.03648360178536775
Croatia,2020,10+,915,5153,0.1775664661362313
Croatia,2020,10+,772,5153,0.14981564137395692
Croatia,2020,10+,605,5153,0.1174073355326994
Croatia,2020,10+,939,5153,0.18222394721521443
Croatia,2019,0-1,106,5936,0.017857142857142856
Croatia,2019,0-1,238,5936,0.04009433962264151
Croatia,2019,1-2,262,5936,0.04413746630727763
Croatia,2019,3-4,287,5936,0.04834905660377359
Croatia,2019,3-4,247,5936,0.04161051212938005
Croatia,2019,5-9,245,5936,0.041273584905660375
Croatia,2019,5-9,231,5936,0.03891509433962264
Croatia,2019,5-9,257,5936,0.043295148247978435
Croatia,2019,5-9,238,5936,0.04009433962264151
Croatia,2019,5-9,225,5936,0.03790431266846361
Croatia,2019,10+,1012,5936,0.17048517520215634
Croatia,2019,10+,803,5936,0.13527628032345013
Croatia,2019,10+,714,5936,0.12028301886792453
Croatia,2019,10+,1071,5936,0.1804245283018868
Croatia,2018,0-1,113,6125,0.018448979591836733
Croatia,2018,0-1,216,6125,0.03526530612244898
Croatia,2018,1-2,257,6125,0.04195918367346939
Croatia,2018,3-4,250,6125,0.04081632653061224
Croatia,2018,3-4,260,6125,0.04244897959183674
Croatia,2018,5-9,249,6125,0.0406530612244898
Croatia,2018,5-9,293,6125,0.04783673469387755
Croatia,2018,5-9,242,6125,0.03951020408163265
Croatia,2018,5-9,253,6125,0.04130612244897959
Croatia,2018,5-9,242,6125,0.03951020408163265
Croatia,2018,10+,1056,6125,0.1724081632653061
Croatia,2018,10+,863,6125,0.14089795918367348
Croatia,2018,10+,753,6125,0.12293877551020409
Croatia,2018,10+,1078,6125,0.176
Croatia,2017,0-1,99,6265,0.015802075019952115
Croatia,2017,0-1,172,6265,0.027454110135674382
Croatia,2017,1-2,245,6265,0.03910614525139665
Croatia,2017,3-4,272,6265,0.04341580207501995
Croatia,2017,3-4,280,6265,0.0446927374301676
Croatia,2017,5-9,284,6265,0.04533120510774142
Croatia,2017,5-9,283,6265,0.04517158818834797
Croatia,2017,5-9,246,6265,0.03926576217079011
Croatia,2017,5-9,283,6265,0.04517158818834797
Croatia,2017,5-9,286,6265,0.04565043894652833
Croatia,2017,10+,1124,6265,0.1794094173982442
Croatia,2017,10+,877,6265,0.13998403830806067
Croatia,2017,10+,748,6265,0.11939345570630487
Croatia,2017,10+,1066,6265,0.1701516360734238
Croatia,2016,0-1,67,7036,0.009522455940875498
Croatia,2016,0-1,176,7036,0.025014212620807278
Croatia,2016,1-2,242,7036,0.03439454235361
Croatia,2016,3-4,303,7036,0.04306424104604889
Croatia,2016,3-4,302,7036,0.04292211483797612
Croatia,2016,5-9,319,7036,0.04533826037521319
Croatia,2016,5-9,320,7036,0.04548038658328596
Croatia,2016,5-9,384,7036,0.054576463899943146
Croatia,2016,5-9,325,7036,0.0461910176236498
Croatia,2016,5-9,300,7036,0.04263786242183058
Croatia,2016,10+,1259,7036,0.1789368959636157
Croatia,2016,10+,1049,7036,0.1490903922683343
Croatia,2016,10+,797,7036,0.11327458783399659
Croatia,2016,10+,1193,7036,0.16955656623081297
Croatia,2015,0-1,79,6010,0.013144758735440932
Croatia,2015,0-1,160,6010,0.026622296173044926
Croatia,2015,1-2,281,6010,0.04675540765391015
Croatia,2015,3-4,284,6010,0.047254575707154745
Croatia,2015,3-4,264,6010,0.043926788685524125
Croatia,2015,5-9,294,6010,0.04891846921797005
Croatia,2015,5-9,305,6010,0.050748752079866885
Croatia,2015,5-9,273,6010,0.0454242928452579
Croatia,2015,5-9,258,6010,0.042928452579034944
Croatia,2015,5-9,237,6010,0.039434276206322796
Croatia,2015,10+,1012,6010,0.16838602329450916
Croatia,2015,10+,878,6010,0.146089850249584
Croatia,2015,10+,645,6010,0.10732113144758736
Croatia,2015,10+,1040,6010,0.17304492512479203
Croatia,2014,0-1,71,6570,0.01080669710806697
Croatia,2014,0-1,197,6570,0.029984779299847792
Croatia,2014,1-2,276,6570,0.04200913242009133
Croatia,2014,3-4,319,6570,0.048554033485540334
Croatia,2014,3-4,328,6570,0.049923896499238965
Croatia,2014,5-9,340,6570,0.0517503805175038
Croatia,2014,5-9,327,6570,0.049771689497716896
Croatia,2014,5-9,301,6570,0.04581430745814308
Croatia,2014,5-9,284,6570,0.04322678843226788
Croatia,2014,5-9,253,6570,0.038508371385083714
Croatia,2014,10+,1122,6570,0.17077625570776256
Croatia,2014,10+,893,6570,0.13592085235920853
Croatia,2014,10+,755,6570,0.11491628614916286
Croatia,2014,10+,1104,6570,0.1680365296803653
Croatia,2013,0-1,80,5992,0.01335113484646195
Croatia,2013,0-1,168,5992,0.028037383177570093
Croatia,2013,1-2,257,5992,0.04289052069425901
Croatia,2013,3-4,288,5992,0.04806408544726302
Croatia,2013,3-4,301,5992,0.05023364485981308
Croatia,2013,5-9,296,5992,0.049399198931909215
Croatia,2013,5-9,289,5992,0.048230974632843794
Croatia,2013,5-9,285,5992,0.047563417890520696
Croatia,2013,5-9,240,5992,0.04005340453938585
Croatia,2013,5-9,246,5992,0.041054739652870494
Croatia,2013,10+,1075,5992,0.17940587449933243
Croatia,2013,10+,837,5992,0.13968624833110815
Croatia,2013,10+,685,5992,0.11431909212283044
Croatia,2013,10+,945,5992,0.15771028037383178
Croatia,2012,0-1,95,5659,0.016787418271779465
Croatia,2012,0-1,165,5659,0.02915709489309065
Croatia,2012,1-2,259,5659,0.04576780349885139
Croatia,2012,3-4,330,5659,0.0583141897861813
Croatia,2012,3-4,288,5659,0.050892383813394594
Croatia,2012,5-9,257,5659,0.045414384166813926
Croatia,2012,5-9,247,5659,0.043647287506626616
Croatia,2012,5-9,262,5659,0.04629793249690758
Croatia,2012,5-9,232,5659,0.04099664251634565
Croatia,2012,5-9,219,5659,0.03869941685810214
Croatia,2012,10+,215,5659,0.03799257819402721
Croatia,2012,10+,178,5659,0.03145432055133416
Croatia,2012,10+,182,5659,0.03216115921540908
Croatia,2012,10+,186,5659,0.03286799787948401
Croatia,2012,10+,181,5659,0.03198444954939035
Croatia,2012,10+,185,5659,0.03269128821346528
Croatia,2012,10+,211,5659,0.03728573952995229
Croatia,2012,10+,157,5659,0.027743417564940802
Croatia,2012,10+,137,5659,0.024209224244566178
Croatia,2012,10+,140,5659,0.024739353242622372
Croatia,2012,10+,140,5659,0.024739353242622372
Croatia,2012,10+,113,5659,0.01996819226011663
Croatia,2012,10+,136,5659,0.024032514578547447
Croatia,2012,10+,134,5659,0.023679095246509983
Croatia,2012,10+,128,5659,0.022618837250397598
Croatia,2012,10+,83,5659,0.014666902279554691
Croatia,2012,10+,94,5659,0.016610708605760735
Croatia,2012,10+,103,5659,0.018201095599929315
Croatia,2012,10+,76,5659,0.013429934617423573
Croatia,2012,10+,65,5659,0.01148612829121753
Croatia,2012,10+,68,5659,0.012016257289273724
Croatia,2012,10+,50,5659,0.008835483300936562
Croatia,2012,10+,59,5659,0.010425870295105142
Croatia,2012,10+,39,5659,0.006891676974730518
Croatia,2012,10+,42,5659,0.0074218059727867115
Croatia,2012,10+,203,5659,0.03587206220180244
Croatia,2011,0-1,88,5662,0.015542211232779936
Croatia,2011,0-1,189,5662,0.03338043094312964
Croatia,2011,1-2,290,5662,0.05121865065347934
Croatia,2011,3-4,318,5662,0.05616389968209114
Croatia,2011,3-4,305,5662,0.05386789120452137
Croatia,2011,5-9,262,5662,0.04627340162486754
Croatia,2011,5-9,235,5662,0.04150476863299188
Croatia,2011,5-9,255,5662,0.04503708936771459
Croatia,2011,5-9,240,5662,0.042387848816672555
Croatia,2011,5-9,200,5662,0.03532320734722713
Croatia,2011,10+,200,5662,0.03532320734722713
Croatia,2011,10+,221,5662,0.039032144118685975
Croatia,2011,10+,172,5662,0.03037795831861533
Croatia,2011,10+,176,5662,0.031084422465559872
Croatia,2011,10+,156,5662,0.02755210173083716
Croatia,2011,10+,143,5662,0.025256093253267397
Croatia,2011,10+,172,5662,0.03037795831861533
Croatia,2011,10+,175,5662,0.030907806428823736
Croatia,2011,10+,154,5662,0.02719886965736489
Croatia,2011,10+,136,5662,0.02401978099611445
Croatia,2011,10+,126,5662,0.02225362062875309
Croatia,2011,10+,126,5662,0.02225362062875309
Croatia,2011,10+,146,5662,0.025785941363475805
Croatia,2011,10+,135,5662,0.023843164959378313
Croatia,2011,10+,106,5662,0.018721299894030378
Croatia,2011,10+,96,5662,0.016955139526669022
Croatia,2011,10+,110,5662,0.01942776404097492
Croatia,2011,10+,78,5662,0.01377605086541858
Croatia,2011,10+,83,5662,0.014659131049099258
Croatia,2011,10+,82,5662,0.014482515012363122
Croatia,2011,10+,63,5662,0.011126810314376545
Croatia,2011,10+,69,5662,0.012186506534793359
Croatia,2011,10+,55,5662,0.00971388202048746
Croatia,2011,10+,40,5662,0.007064641469445425
Croatia,2011,10+,38,5662,0.006711409395973154
Croatia,2011,10+,222,5662,0.039208760155422115
Croatia,2010,0-1,80,5058,0.015816528272044286
Croatia,2010,0-1,201,5058,0.039739027283511266
Croatia,2010,1-2,259,5058,0.051206010280743376
Croatia,2010,3-4,312,5058,0.06168446026097272
Croatia,2010,3-4,256,5058,0.05061289047054172
Croatia,2010,5-9,273,5058,0.05397390272835113
Croatia,2010,5-9,260,5058,0.051403716884143934
Croatia,2010,5-9,223,5058,0.04408857255832345
Croatia,2010,5-9,212,5058,0.04191379992091736
Croatia,2010,5-9,176,5058,0.03479636219849743
Croatia,2010,10+,182,5058,0.03598260181890075
Croatia,2010,10+,162,5058,0.03202846975088968
Croatia,2010,10+,153,5058,0.030249110320284697
Croatia,2010,10+,160,5058,0.03163305654408857
Croatia,2010,10+,127,5058,0.025108738631870305
Croatia,2010,10+,130,5058,0.025701858442071967
Croatia,2010,10+,113,5058,0.022340846184262554
Croatia,2010,10+,123,5058,0.02431791221826809
Croatia,2010,10+,108,5058,0.021352313167259787
Croatia,2010,10+,155,5058,0.030644523527085805
Croatia,2010,10+,125,5058,0.024713325425069196
Croatia,2010,10+,123,5058,0.02431791221826809
Croatia,2010,10+,131,5058,0.025899565045472518
Croatia,2010,10+,114,5058,0.022538552787663108
Croatia,2010,10+,94,5058,0.018584420719652037
Croatia,2010,10+,91,5058,0.017991300909450374
Croatia,2010,10+,77,5058,0.015223408461842626
Croatia,2010,10+,92,5058,0.01818900751285093
Croatia,2010,10+,69,5058,0.013641755634638196
Croatia,2010,10+,67,5058,0.01324634242783709
Croatia,2010,10+,49,5058,0.009687623566627125
Croatia,2010,10+,54,5058,0.010676156583629894
Croatia,2010,10+,51,5058,0.010083036773428233
Croatia,2010,10+,40,5058,0.007908264136022143
Croatia,2010,10+,32,5058,0.006326611308817715
Croatia,2010,10+,184,5058,0.03637801502570186
Croatia,2009,0-1,92,5076,0.018124507486209612
Croatia,2009,0-1,201,5076,0.03959810874704492
Croatia,2009,1-2,266,5076,0.05240346729708432
Croatia,2009,3-4,296,5076,0.05831363278171789
Croatia,2009,3-4,264,5076,0.05200945626477541
Croatia,2009,5-9,286,5076,0.05634357762017336
Croatia,2009,5-9,250,5076,0.04925137903861308
Croatia,2009,5-9,232,5076,0.045705279747832936
Croatia,2009,5-9,222,5076,0.04373522458628842
Croatia,2009,5-9,210,5076,0.041371158392434985
Croatia,2009,10+,184,5076,0.036249014972419225
Croatia,2009,10+,179,5076,0.03526398739164697
Croatia,2009,10+,165,5076,0.03250591016548463
Croatia,2009,10+,152,5076,0.029944838455476755
Croatia,2009,10+,131,5076,0.025807722616233254
Croatia,2009,10+,132,5076,0.026004728132387706
Croatia,2009,10+,131,5076,0.025807722616233254
Croatia,2009,10+,104,5076,0.02048857368006304
Croatia,2009,10+,125,5076,0.02462568951930654
Croatia,2009,10+,114,5076,0.022458628841607566
Croatia,2009,10+,124,5076,0.02442868400315209
Croatia,2009,10+,135,5076,0.026595744680851064
Croatia,2009,10+,110,5076,0.021670606776989756
Croatia,2009,10+,107,5076,0.021079590228526398
Croatia,2009,10+,102,5076,0.02009456264775414
Croatia,2009,10+,103,5076,0.02029156816390859
Croatia,2009,10+,80,5076,0.015760441292356184
Croatia,2009,10+,77,5076,0.015169424743892828
Croatia,2009,10+,72,5076,0.014184397163120567
Croatia,2009,10+,47,5076,0.009259259259259259
Croatia,2009,10+,48,5076,0.009456264775413711
Croatia,2009,10+,49,5076,0.009653270291568164
Croatia,2009,10+,45,5076,0.008865248226950355
Croatia,2009,10+,33,5076,0.0065011820330969266
Croatia,2009,10+,42,5076,0.008274231678486997
Croatia,2009,10+,166,5076,0.032702915681639085
Croatia,2008,0-1,93,5025,0.018507462686567163
Croatia,2008,0-1,179,5025,0.03562189054726368
Croatia,2008,1-2,234,5025,0.046567164179104475
Croatia,2008,3-4,275,5025,0.05472636815920398
Croatia,2008,3-4,267,5025,0.05313432835820896
Croatia,2008,5-9,260,5025,0.051741293532338306
Croatia,2008,5-9,243,5025,0.04835820895522388
Croatia,2008,5-9,242,5025,0.0481592039800995
Croatia,2008,5-9,198,5025,0.03940298507462687
Croatia,2008,5-9,182,5025,0.036218905472636814
Croatia,2008,10+,188,5025,0.037412935323383086
Croatia,2008,10+,156,5025,0.031044776119402984
Croatia,2008,10+,181,5025,0.036019900497512435
Croatia,2008,10+,165,5025,0.03283582089552239
Croatia,2008,10+,137,5025,0.0272636815920398
Croatia,2008,10+,134,5025,0.02666666666666667
Croatia,2008,10+,110,5025,0.021890547263681594
Croatia,2008,10+,111,5025,0.02208955223880597
Croatia,2008,10+,134,5025,0.02666666666666667
Croatia,2008,10+,127,5025,0.02527363184079602
Croatia,2008,10+,148,5025,0.02945273631840796
Croatia,2008,10+,117,5025,0.023283582089552238
Croatia,2008,10+,113,5025,0.022487562189054726
Croatia,2008,10+,117,5025,0.023283582089552238
Croatia,2008,10+,109,5025,0.021691542288557214
Croatia,2008,10+,102,5025,0.020298507462686566
Croatia,2008,10+,80,5025,0.015920398009950248
Croatia,2008,10+,66,5025,0.013134328358208954
Croatia,2008,10+,68,5025,0.013532338308457712
Croatia,2008,10+,69,5025,0.01373134328358209
Croatia,2008,10+,64,5025,0.012736318407960199
Croatia,2008,10+,51,5025,0.010149253731343283
Croatia,2008,10+,46,5025,0.009154228855721393
Croatia,2008,10+,44,5025,0.008756218905472637
Croatia,2008,10+,33,5025,0.006567164179104477
Croatia,2008,10+,182,5025,0.036218905472636814
Croatia,2007,0-1,97,4785,0.020271682340647856
Croatia,2007,0-1,171,4785,0.035736677115987464
Croatia,2007,1-2,206,4785,0.043051201671891325
Croatia,2007,3-4,227,4785,0.047439916405433644
Croatia,2007,3-4,239,4785,0.049947753396029256
Croatia,2007,5-9,273,4785,0.057053291536050155
Croatia,2007,5-9,225,4785,0.047021943573667714
Croatia,2007,5-9,224,4785,0.046812957157784746
Croatia,2007,5-9,180,4785,0.03761755485893417
Croatia,2007,5-9,179,4785,0.0374085684430512
Croatia,2007,10+,182,4785,0.03803552769070011
Croatia,2007,10+,146,4785,0.030512016718913272
Croatia,2007,10+,154,4785,0.03218390804597701
Croatia,2007,10+,140,4785,0.029258098223615466
Croatia,2007,10+,148,4785,0.030929989550679205
Croatia,2007,10+,121,4785,0.02528735632183908
Croatia,2007,10+,123,4785,0.025705329153605017
Croatia,2007,10+,144,4785,0.030094043887147336
Croatia,2007,10+,123,4785,0.025705329153605017
Croatia,2007,10+,121,4785,0.02528735632183908
Croatia,2007,10+,127,4785,0.026541274817136886
Croatia,2007,10+,124,4785,0.025914315569487985
Croatia,2007,10+,106,4785,0.022152560083594567
Croatia,2007,10+,102,4785,0.021316614420062698
Croatia,2007,10+,106,4785,0.022152560083594567
Croatia,2007,10+,101,4785,0.02110762800417973
Croatia,2007,10+,93,4785,0.019435736677115987
Croatia,2007,10+,85,4785,0.017763845350052248
Croatia,2007,10+,69,4785,0.014420062695924765
Croatia,2007,10+,58,4785,0.012121212121212121
Croatia,2007,10+,55,4785,0.011494252873563218
Croatia,2007,10+,48,4785,0.010031347962382446
Croatia,2007,10+,51,4785,0.010658307210031349
Croatia,2007,10+,32,4785,0.006687565308254964
Croatia,2007,10+,30,4785,0.006269592476489028
Croatia,2007,10+,175,4785,0.03657262277951933
Croatia,2004,0-1,81,4985,0.01624874623871615
Croatia,2004,0-1,174,4985,0.03490471414242728
Croatia,2004,1-2,228,4985,0.04573721163490471
Croatia,2004,3-4,276,4985,0.055366098294884654
Croatia,2004,3-4,266,4985,0.05336008024072217
Croatia,2004,5-9,231,4985,0.04633901705115346
Croatia,2004,5-9,253,4985,0.050752256770310936
Croatia,2004,5-9,207,4985,0.04152457372116349
Croatia,2004,5-9,210,4985,0.04212637913741224
Croatia,2004,5-9,186,4985,0.037311935807422265
Croatia,2004,10+,856,4985,0.17171514543630892
Croatia,2004,10+,699,4985,0.14022066198595787
Croatia,2004,10+,568,4985,0.11394182547642928
Croatia,2004,10+,750,4985,0.15045135406218657
Croatia,1997,0-1,51,3899,0.013080276994101052
Croatia,1997,0-1,140,3899,0.03590664272890485
Croatia,1997,1-2,218,3899,0.05591177224929469
Croatia,1997,3-4,205,3899,0.05257758399589638
Croatia,1997,3-4,208,3899,0.053347012054372915
Croatia,1997,5-9,182,3899,0.0466786355475763
Croatia,1997,5-9,200,3899,0.0512952038984355
Croatia,1997,5-9,200,3899,0.0512952038984355
Croatia,1997,5-9,198,3899,0.05078225185945114
Croatia,1997,5-9,150,3899,0.03847140292382662
Croatia,1997,10+,740,3899,0.18979225442421133
Croatia,1997,10+,586,3899,0.150294947422416
Croatia,1997,10+,821,3899,0.21056681200307772
Croatia,1996,0-1,43,3612,0.011904761904761904
Croatia,1996,0-1,134,3612,0.03709856035437431
Croatia,1996,1-2,173,3612,0.047895902547065335
Croatia,1996,3-4,189,3612,0.05232558139534884
Croatia,1996,3-4,179,3612,0.04955703211517165
Croatia,1996,5-9,189,3612,0.05232558139534884
Croatia,1996,5-9,199,3612,0.05509413067552602
Croatia,1996,5-9,179,3612,0.04955703211517165
Croatia,1996,5-9,185,3612,0.05121816168327796
Croatia,1996,5-9,175,3612,0.04844961240310078
Croatia,1996,10+,614,3612,0.1699889258028793
Croatia,1996,10+,595,3612,0.16472868217054262
Croatia,1996,10+,758,3612,0.20985603543743078
Croatia,1995,0-1,71,4236,0.01676109537299339
Croatia,1995,0-1,172,4236,0.04060434372049103
Croatia,1995,1-2,203,4236,0.04792256846081209
Croatia,1995,3-4,203,4236,0.04792256846081209
Croatia,1995,3-4,233,4236,0.05500472143531634
Croatia,1995,5-9,223,4236,0.05264400377714825
Croatia,1995,5-9,266,4236,0.062795089707271
Croatia,1995,5-9,242,4236,0.05712936732766761
Croatia,1995,5-9,222,4236,0.05240793201133145
Croatia,1995,5-9,156,4236,0.036827195467422094
Croatia,1995,10+,762,4236,0.17988668555240794
Croatia,1995,10+,571,4236,0.13479697828139756
Croatia,1995,10+,478,4236,0.11284230406043437
Czechia,2023,0-1,146,19453,0.007505269110162957
Czechia,2023,0-1,702,19453,0.0360869788721534
Czechia,2023,1-2,812,19453,0.04174163368118028
Czechia,2023,3-4,983,19453,0.05053205161157662
Czechia,2023,3-4,1086,19453,0.055826864750938156
Czechia,2023,5-9,1039,19453,0.0534107849688994
Czechia,2023,5-9,950,19453,0.04883565516886856
Czechia,2023,5-9,910,19453,0.046779417056495146
Czechia,2023,5-9,790,19453,0.040610702719374905
Czechia,2023,5-9,722,19453,0.0371150979283401
Czechia,2023,10+,3272,19453,0.16820027759214518
Czechia,2023,10+,2726,19453,0.14013262735824808
Czechia,2023,10+,1984,19453,0.10198941037372128
Czechia,2023,10+,3312,19453,0.17025651570451858
Czechia,2022,0-1,149,19846,0.0075078101380630854
Czechia,2022,0-1,641,19846,0.0322986999899224
Czechia,2022,1-2,821,19846,0.04136853774060264
Czechia,2022,3-4,1028,19846,0.05179885115388491
Czechia,2022,3-4,1111,19846,0.05598105411669858
Czechia,2022,5-9,964,19846,0.04857401995364305
Czechia,2022,5-9,918,19846,0.04625617252846921
Czechia,2022,5-9,861,19846,0.0433840572407538
Czechia,2022,5-9,803,19846,0.040461553965534615
Czechia,2022,5-9,737,19846,0.037135946790285194
Czechia,2022,10+,3525,19846,0.17761765595082132
Czechia,2022,10+,2851,19846,0.1436561523732742
Czechia,2022,10+,2104,19846,0.10601632570795122
Czechia,2022,10+,3318,19846,0.16718734253753906
Czechia,2021,0-1,107,21107,0.005069408253186147
Czechia,2021,0-1,683,21107,0.03235893305538447
Czechia,2021,1-2,1011,21107,0.04789880134552518
Czechia,2021,3-4,1084,21107,0.05135736959302601
Czechia,2021,3-4,982,21107,0.046524849575970056
Czechia,2021,5-9,971,21107,0.04600369545648363
Czechia,2021,5-9,916,21107,0.0433979248590515
Czechia,2021,5-9,855,21107,0.040507888378263135
Czechia,2021,5-9,834,21107,0.03951295778651632
Czechia,2021,5-9,837,21107,0.03965509072819444
Czechia,2021,10+,3922,21107,0.185815132420524
Czechia,2021,10+,3047,21107,0.14435969109774008
Czechia,2021,10+,2226,21107,0.10546264272516227
Czechia,2021,10+,3605,21107,0.1707964182498697
Czechia,2020,0-1,154,21734,0.0070856722186436
Czechia,2020,0-1,762,21734,0.03506027422471703
Czechia,2020,1-2,966,21734,0.04444648937149167
Czechia,2020,3-4,1019,21734,0.04688506487531057
Czechia,2020,3-4,958,21734,0.04407840250299071
Czechia,2020,5-9,950,21734,0.04371031563448974
Czechia,2020,5-9,884,21734,0.04067359896935677
Czechia,2020,5-9,873,21734,0.04016747952516794
Czechia,2020,5-9,835,21734,0.03841906689978835
Czechia,2020,5-9,842,21734,0.038741142909726696
Czechia,2020,10+,4136,21734,0.19030091101499955
Czechia,2020,10+,3048,21734,0.14024109689886813
Czechia,2020,10+,2366,21734,0.10886169135916077
Czechia,2020,10+,3888,21734,0.1788902180914696
Czechia,2019,0-1,203,24141,0.00840893086450437
Czechia,2019,0-1,917,24141,0.03798517045689905
Czechia,2019,1-2,1146,24141,0.047471107244936
Czechia,2019,3-4,1133,24141,0.04693260428316971
Czechia,2019,3-4,1043,24141,0.043204506855556934
Czechia,2019,5-9,940,24141,0.03893790646617787
Czechia,2019,5-9,968,24141,0.04009775899921296
Czechia,2019,5-9,973,24141,0.04030487552296922
Czechia,2019,5-9,981,24141,0.04063626196097925
Czechia,2019,5-9,922,24141,0.03819228698065532
Czechia,2019,10+,4522,24141,0.18731618408516632
Czechia,2019,10+,3433,24141,0.14220620521105173
Czechia,2019,10+,2584,24141,0.1070378194772379
Czechia,2019,10+,4308,24141,0.17845159686839815
Czechia,2018,0-1,193,24313,0.007938140089663965
Czechia,2018,0-1,910,24313,0.037428536174063255
Czechia,2018,1-2,1020,24313,0.0419528647225764
Czechia,2018,3-4,1010,24313,0.04154156212725702
Czechia,2018,3-4,1028,24313,0.0422819067988319
Czechia,2018,5-9,1051,24313,0.04322790276806646
Czechia,2018,5-9,1015,24313,0.04174721342491671
Czechia,2018,5-9,938,24313,0.03858018344095751
Czechia,2018,5-9,980,24313,0.04030765434129889
Czechia,2018,5-9,1065,24313,0.043803726401513594
Czechia,2018,10+,4511,24313,0.18553860074857073
Czechia,2018,10+,3320,24313,0.136552461646033
Czechia,2018,10+,2724,24313,0.11203882696499814
Czechia,2018,10+,4373,24313,0.17986262493316332
Czechia,2017,0-1,230,25755,0.0089303047951854
Czechia,2017,0-1,858,25755,0.03331391962725684
Czechia,2017,1-2,1010,25755,0.0392156862745098
Czechia,2017,3-4,1096,25755,0.042554843719666086
Czechia,2017,3-4,1106,25755,0.04294311784119589
Czechia,2017,5-9,1130,25755,0.0438749757328674
Czechia,2017,5-9,1162,25755,0.045117452921762766
Czechia,2017,5-9,1097,25755,0.04259367113181906
Czechia,2017,5-9,1140,25755,0.0442632498543972
Czechia,2017,5-9,1194,25755,0.04635993011065812
Czechia,2017,10+,4613,25755,0.17911085226169676
Czechia,2017,10+,3582,25755,0.13907979033197437
Czechia,2017,10+,2894,25755,0.11236653077072413
Czechia,2017,10+,4530,25755,0.17588817705299942
Czechia,2016,0-1,193,24996,0.007721235397663626
Czechia,2016,0-1,780,24996,0.031204992798847815
Czechia,2016,1-2,1039,24996,0.04156665066410626
Czechia,2016,3-4,1070,24996,0.04280684909585534
Czechia,2016,3-4,1094,24996,0.043767002720435266
Czechia,2016,5-9,1104,24996,0.044167066730676906
Czechia,2016,5-9,1182,24996,0.04728756601056169
Czechia,2016,5-9,1088,24996,0.04352696431429029
Czechia,2016,5-9,1223,24996,0.04892782845255241
Czechia,2016,5-9,1110,24996,0.04440710513682189
Czechia,2016,10+,4340,24996,0.17362778044487118
Czechia,2016,10+,3391,24996,0.13566170587293966
Czechia,2016,10+,2960,24996,0.11841894703152504
Czechia,2016,10+,4334,24996,0.1733877420387262
Czechia,2015,0-1,205,26083,0.007859525361346471
Czechia,2015,0-1,820,26083,0.031438101445385884
Czechia,2015,1-2,999,26083,0.038300808956024994
Czechia,2015,3-4,1160,26083,0.044473411800789786
Czechia,2015,3-4,1199,26083,0.04596863857685082
Czechia,2015,5-9,1216,26083,0.04662040409462102
Czechia,2015,5-9,1277,26083,0.0489590921289729
Czechia,2015,5-9,1275,26083,0.048882413832764635
Czechia,2015,5-9,1236,26083,0.0473871870567036
Czechia,2015,5-9,1038,26083,0.03979603573208603
Czechia,2015,10+,4394,26083,0.16846221676954337
Czechia,2015,10+,3539,26083,0.13568224514051297
Czechia,2015,10+,3268,26083,0.12529233600429399
Czechia,2015,10+,4355,26083,0.16696698999348233
Czechia,2014,0-1,191,26764,0.007136451950381109
Czechia,2014,0-1,803,26764,0.03000298908982215
Czechia,2014,1-2,1021,26764,0.0381482588551786
Czechia,2014,3-4,1208,26764,0.04513525631445225
Czechia,2014,3-4,1272,26764,0.047526528172171574
Czechia,2014,5-9,1334,26764,0.04984307278433717
Czechia,2014,5-9,1374,26764,0.051337617695411744
Czechia,2014,5-9,1276,26764,0.047675982663279035
Czechia,2014,5-9,1072,26764,0.04005380361679869
Czechia,2014,5-9,1049,26764,0.0391944402929308
Czechia,2014,10+,4277,26764,0.15980421461664923
Czechia,2014,10+,3643,26764,0.13611567777611716
Czechia,2014,10+,3636,26764,0.13585413241667912
Czechia,2014,10+,4427,26764,0.1654087580331789
Czechia,2013,0-1,217,27895,0.0077791718946047675
Czechia,2013,0-1,877,27895,0.031439326044093927
Czechia,2013,1-2,1109,27895,0.03975622871482345
Czechia,2013,3-4,1235,27895,0.044273167234271375
Czechia,2013,3-4,1367,27895,0.049005198064169204
Czechia,2013,5-9,1438,27895,0.051550457071159704
Czechia,2013,5-9,1352,27895,0.04846746728804445
Czechia,2013,5-9,1190,27895,0.04265997490589712
Czechia,2013,5-9,1102,27895,0.03950528768596523
Czechia,2013,5-9,957,27895,0.03430722351675928
Czechia,2013,10+,4642,27895,0.16640975085140705
Czechia,2013,10+,3832,27895,0.13737228894067038
Czechia,2013,10+,3869,27895,0.1386986915217781
Czechia,2013,10+,4341,27895,0.15561928661050367
Czechia,2012,0-1,200,26402,0.007575183698204682
